	tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres	averageRating	numVotes	releaseDate	posterURL	releaseCountry
295	443453	movie	Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan	Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan	0	2006	\N	84	Comedy	7.3	329599	2006-11-03	https://m.media-amazon.com/images/M/MV5BMTk0MTQ3NDQ4Ml5BMl5BanBnXkFtZTcwOTQ3OTQzMw@@._V1_SY150_CR0,0,101,150_.jpg	USA
296	443543	movie	The Illusionist	The Illusionist	0	2006	\N	110	Drama,Mystery,Romance	7.6	334602	2006-09-01	https://m.media-amazon.com/images/M/MV5BY2VkMzZlZDAtNTkzNS00MDIzLWFmOTctMWQwZjQ1OWJiYzQ1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SY150_CR2,0,101,150_.jpg	USA
297	443706	movie	Zodiac	Zodiac	0	2007	\N	157	Crime,Drama,Mystery	7.7	384404	2007-03-02	https://m.media-amazon.com/images/M/MV5BN2UwNDc5NmEtNjVjZS00OTI5LWE5YjctMWM3ZjBiZGYwMGI2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SY150_CR0,0,101,150_.jpg	USA
298	446029	movie	Scott Pilgrim vs. the World	Scott Pilgrim vs. the World	0	2010	\N	112	Action,Comedy,Fantasy	7.5	333776	2010-08-13	https://m.media-amazon.com/images/M/MV5BMTkwNTczNTMyOF5BMl5BanBnXkFtZTcwNzUxOTUyMw@@._V1_SY150_CR0,0,101,150_.jpg	USA
299	448157	movie	Hancock	Hancock	0	2008	\N	92	Action,Drama,Fantasy	6.4	406606	2008-07-02	https://m.media-amazon.com/images/M/MV5BMTgyMzc4ODU3NV5BMl5BanBnXkFtZTcwNjk5Mzc1MQ@@._V1_SX101_CR0,0,101,150_.jpg	USA
300	449059	movie	Little Miss Sunshine	Little Miss Sunshine	0	2006	\N	101	Comedy,Drama	7.8	405732	2006-08-18	https://m.media-amazon.com/images/M/MV5BMTgzNTgzODU0NV5BMl5BanBnXkFtZTcwMjEyMjMzMQ@@._V1_SY150_CR0,0,101,150_.jpg	USA
301	449088	movie	Pirates of the Caribbean: At World's End	Pirates of the Caribbean: At World's End	0	2007	\N	169	Action,Adventure,Fantasy	7.1	550616	2007-05-25	https://m.media-amazon.com/images/M/MV5BMjIyNjkxNzEyMl5BMl5BanBnXkFtZTYwMjc3MDE3._V1_SY150_CR0,0,101,150_.jpg	USA
302	449467	movie	Babel	Babel	0	2006	\N	143	Drama	7.5	271377	2006-11-10	https://m.media-amazon.com/images/M/MV5BYTJkZDljNGYtNjRiNC00ZmY2LTg1NmItYTI1MTllNDQzMWVmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX101_CR0,0,101,150_.jpg	USA
303	450259	movie	Blood Diamond	Blood Diamond	0	2006	\N	143	Adventure,Drama,Thriller	8.0	458305	2006-12-08	https://m.media-amazon.com/images/M/MV5BZmNjOTEyMzEtNWJiMy00Njg5LTk2OTctMDk3MmEwOWQyZTgzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR0,0,101,150_.jpg	USA
304	453467	movie	Deja Vu	Deja Vu	0	2006	\N	126	Action,Crime,Sci-Fi	7.1	273686	2006-11-22	https://m.media-amazon.com/images/M/MV5BMzEwNTAwNjEwMV5BMl5BanBnXkFtZTYwMzgzMjA3._V1_SY150_CR0,0,101,150_.jpg	USA
305	454848	movie	Inside Man	Inside Man	0	2006	\N	129	Crime,Drama,Mystery	7.6	310978	2006-03-24	https://m.media-amazon.com/images/M/MV5BYjc4MjA2ZDgtOGY3YS00NDYzLTlmNTEtYWMxMzcwZjgzYWNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR0,0,101,150_.jpg	USA
306	454876	movie	Life of Pi	Life of Pi	0	2012	\N	127	Adventure,Drama,Fantasy	7.9	527872	2012-11-21	https://m.media-amazon.com/images/M/MV5BNTg2OTY2ODg5OF5BMl5BanBnXkFtZTcwODM5MTYxOA@@._V1_SY150_CR0,0,101,150_.jpg	USA
307	454921	movie	The Pursuit of Happyness	The Pursuit of Happyness	0	2006	\N	117	Biography,Drama	8.0	400506	2006-12-15	https://m.media-amazon.com/images/M/MV5BMTQ5NjQ0NDI3NF5BMl5BanBnXkFtZTcwNDI0MjEzMw@@._V1_SX101_CR0,0,101,150_.jpg	USA
308	457430	movie	Pan's Labyrinth	El laberinto del fauno	0	2006	\N	118	Drama,Fantasy,War	8.2	565376	2007-01-19	https://m.media-amazon.com/images/M/MV5BMTU3ODg2NjQ5NF5BMl5BanBnXkFtZTcwMDEwODgzMQ@@._V1_SY150_CR0,0,101,150_.jpg	USA
309	458339	movie	Captain America: The First Avenger	Captain America: The First Avenger	0	2011	\N	124	Action,Adventure,Sci-Fi	6.9	642364	2011-07-22	https://m.media-amazon.com/images/M/MV5BMTYzOTc2NzU3N15BMl5BanBnXkFtZTcwNjY3MDE3NQ@@._V1_SX101_CR0,0,101,150_.jpg	USA
310	458352	movie	The Devil Wears Prada	The Devil Wears Prada	0	2006	\N	109	Comedy,Drama	6.9	335266	2006-06-30	https://m.media-amazon.com/images/M/MV5BZjQ3ZTIzOTItMGNjNC00MWRmLWJlMGEtMjJmMDM5ZDIzZGM3XkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_SY150_CR0,0,101,150_.jpg	USA
311	458525	movie	X-Men Origins: Wolverine	X-Men Origins: Wolverine	0	2009	\N	107	Action,Adventure,Sci-Fi	6.6	430187	2009-05-01	https://m.media-amazon.com/images/M/MV5BZWRhMzdhMzEtZTViNy00YWYyLTgxZmUtMTMwMWM0NTEyMjk3XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SY150_CR0,0,101,150_.jpg	USA
312	462538	movie	The Simpsons Movie	The Simpsons Movie	0	2007	\N	87	Adventure,Animation,Comedy	7.3	289232	2007-07-27	https://m.media-amazon.com/images/M/MV5BMTgxMDczMTA5N15BMl5BanBnXkFtZTcwMzk1MzMzMw@@._V1_SX101_CR0,0,101,150_.jpg	USA
313	467406	movie	Juno	Juno	0	2007	\N	96	Comedy,Drama	7.5	462287	2007-12-25	https://m.media-amazon.com/images/M/MV5BMTIwMDgwODc5Nl5BMl5BanBnXkFtZTYwMjQzMDM4._V1_SX101_CR0,0,101,150_.jpg	USA
314	468569	movie	The Dark Knight	The Dark Knight	0	2008	\N	152	Action,Crime,Drama	9.0	2029284	2008-07-18	https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_SY150_CR0,0,101,150_.jpg	USA
315	469494	movie	There Will Be Blood	There Will Be Blood	0	2007	\N	158	Drama	8.2	457372	2008-01-25	https://m.media-amazon.com/images/M/MV5BMjAxODQ4MDU5NV5BMl5BanBnXkFtZTcwMDU4MjU1MQ@@._V1_SY150_CR0,0,101,150_.jpg	USA
316	472043	movie	Apocalypto	Apocalypto	0	2006	\N	139	Action,Adventure,Drama	7.8	268408	2006-12-08	https://m.media-amazon.com/images/M/MV5BMzhmNGMzMDMtZDM0Yi00MmVmLWExYjAtZDhjZjcxZDM0MzJhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SY150_CR0,0,101,150_.jpg	USA
317	473075	movie	Prince of Persia: The Sands of Time	Prince of Persia: The Sands of Time	0	2010	\N	116	Action,Adventure,Fantasy	6.6	252065	2010-05-28	https://m.media-amazon.com/images/M/MV5BMTMwNDg0NzcyMV5BMl5BanBnXkFtZTcwNjg4MjQyMw@@._V1_SY150_CR0,0,101,150_.jpg	USA
318	477347	movie	Night at the Museum	Night at the Museum	0	2006	\N	108	Adventure,Comedy,Family	6.4	283088	2006-12-22	https://m.media-amazon.com/images/M/MV5BMTQyOTM4MDMxN15BMl5BanBnXkFtZTcwODg5NTQzMw@@._V1_SY150_CR1,0,101,150_.jpg	USA
319	477348	movie	No Country for Old Men	No Country for Old Men	0	2007	\N	122	Crime,Drama,Thriller	8.1	756271	2007-11-21	https://m.media-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_SY150_CR0,0,101,150_.jpg	USA
320	478311	movie	Knocked Up	Knocked Up	0	2007	\N	129	Comedy,Drama,Romance	7.0	328979	2007-06-01	https://m.media-amazon.com/images/M/MV5BNzgzYjMzMWItNDFiYi00ZjhkLWIyMzYtZGRlY2FmNzkwNjRhL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR0,0,101,150_.jpg	USA
321	480249	movie	I Am Legend	I Am Legend	0	2007	\N	101	Drama,Horror,Sci-Fi	7.2	626364	2007-12-14	https://m.media-amazon.com/images/M/MV5BYTE1ZTBlYzgtNmMyNS00ZTQ2LWE4NjEtZjUxNDJkNTg2MzlhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SY150_CR0,0,101,150_.jpg	USA
322	482571	movie	The Prestige	The Prestige	0	2006	\N	130	Drama,Mystery,Sci-Fi	8.5	1048169	2006-10-20	https://m.media-amazon.com/images/M/MV5BMjA4NDI0MTIxNF5BMl5BanBnXkFtZTYwNTM0MzY2._V1_SY150_CR0,0,101,150_.jpg	USA
323	489099	movie	Jumper	Jumper	0	2008	\N	88	Action,Adventure,Crime	6.1	269677	2008-02-14	https://m.media-amazon.com/images/M/MV5BMjEwOTkyOTI3M15BMl5BanBnXkFtZTcwNTQxMjU1MQ@@._V1_SY150_CR0,0,101,150_.jpg	USA
324	493464	movie	Wanted	Wanted	0	2008	\N	110	Action,Crime,Fantasy	6.7	336773	2008-06-27	https://m.media-amazon.com/images/M/MV5BMTQwNDM2MTMwMl5BMl5BanBnXkFtZTgwMjE4NjQxMTE@._V1_SX101_CR0,0,101,150_.jpg	USA
325	496806	movie	Ocean's Thirteen	Ocean's Thirteen	0	2007	\N	122	Crime,Thriller	6.9	294590	2007-06-08	https://m.media-amazon.com/images/M/MV5BMTMyNTc1NzY5MV5BMl5BanBnXkFtZTcwNDM4NTQzMw@@._V1_SY150_CR0,0,101,150_.jpg	USA
326	499549	movie	Avatar	Avatar	0	2009	\N	162	Action,Adventure,Fantasy	7.8	1030395	2009-12-18	https://m.media-amazon.com/images/M/MV5BMTYwOTEwNjAzMl5BMl5BanBnXkFtZTcwODc5MTUwMw@@._V1_SY150_CR0,0,101,150_.jpg	USA
327	758758	movie	Into the Wild	Into the Wild	0	2007	\N	148	Adventure,Biography,Drama	8.1	518656	2007-10-19	https://m.media-amazon.com/images/M/MV5BMTAwNDEyODU1MjheQTJeQWpwZ15BbWU2MDc3NDQwNw@@._V1_SY150_CR0,0,101,150_.jpg	USA
328	765429	movie	American Gangster	American Gangster	0	2007	\N	157	Biography,Crime,Drama	7.8	363336	2007-11-02	https://m.media-amazon.com/images/M/MV5BMTkyNzY5MDA5MV5BMl5BanBnXkFtZTcwMjg4MzI3MQ@@._V1_SY150_CR2,0,101,150_.jpg	USA
329	770828	movie	Man of Steel	Man of Steel	0	2013	\N	143	Action,Adventure,Sci-Fi	7.1	638692	2013-06-14	https://m.media-amazon.com/images/M/MV5BMTk5ODk1NDkxMF5BMl5BanBnXkFtZTcwNTA5OTY0OQ@@._V1_SY150_CR0,0,101,150_.jpg	USA
330	780504	movie	Drive	Drive	0	2011	\N	100	Crime,Drama	7.8	515519	2011-09-16	https://m.media-amazon.com/images/M/MV5BZjY5ZjQyMjMtMmEwOC00Nzc2LTllYTItMmU2MzJjNTg1NjY0XkEyXkFqcGdeQXVyNjQ1MTMzMDQ@._V1_SY150_CR0,0,101,150_.jpg	USA
331	780536	movie	In Bruges	In Bruges	0	2008	\N	107	Comedy,Crime,Drama	7.9	357795	2008-02-29	https://m.media-amazon.com/images/M/MV5BMTUwOGFiM2QtOWMxYS00MjU2LThmZDMtZDM2MWMzNzllNjdhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR0,0,101,150_.jpg	USA
332	790636	movie	Dallas Buyers Club	Dallas Buyers Club	0	2013	\N	117	Biography,Drama	8.0	398009	2013-11-22	https://m.media-amazon.com/images/M/MV5BMTYwMTA4MzgyNF5BMl5BanBnXkFtZTgwMjEyMjE0MDE@._V1_SY150_CR0,0,101,150_.jpg	USA
333	790724	movie	Jack Reacher	Jack Reacher	0	2012	\N	130	Action,Crime,Thriller	7.0	281374	2012-12-21	https://m.media-amazon.com/images/M/MV5BMTM1NjUxMDI3OV5BMl5BanBnXkFtZTcwNjg1ODM3OA@@._V1_SY150_CR1,0,101,150_.jpg	USA
334	796366	movie	Star Trek	Star Trek	0	2009	\N	127	Action,Adventure,Sci-Fi	8.0	553460	2009-05-08	https://m.media-amazon.com/images/M/MV5BMjE5NDQ5OTE4Ml5BMl5BanBnXkFtZTcwOTE3NDIzMw@@._V1_SY150_CR0,0,101,150_.jpg	USA
335	800080	movie	The Incredible Hulk	The Incredible Hulk	0	2008	\N	112	Action,Adventure,Sci-Fi	6.8	389587	2008-06-13	https://m.media-amazon.com/images/M/MV5BMTUyNzk3MjA1OF5BMl5BanBnXkFtZTcwMTE1Njg2MQ@@._V1_SY150_CR0,0,101,150_.jpg	USA
336	800320	movie	Clash of the Titans	Clash of the Titans	0	2010	\N	106	Action,Adventure,Fantasy	5.8	253903	2010-04-02	https://m.media-amazon.com/images/M/MV5BMTYxNjg4MzU5OV5BMl5BanBnXkFtZTcwOTA3NTUwMw@@._V1_SY150_CR0,0,101,150_.jpg	USA
337	800369	movie	Thor	Thor	0	2011	\N	115	Action,Adventure,Fantasy	7.0	662614	2011-05-06	https://m.media-amazon.com/images/M/MV5BOGE4NzU1YTAtNzA3Mi00ZTA2LTg2YmYtMDJmMThiMjlkYjg2XkEyXkFqcGdeQXVyNTgzMDMzMTg@._V1_SY150_CR0,0,101,150_.jpg	USA
338	814314	movie	Seven Pounds	Seven Pounds	0	2008	\N	123	Drama,Romance	7.6	265666	2008-12-19	https://m.media-amazon.com/images/M/MV5BMTU0NzY0MTY5OF5BMl5BanBnXkFtZTcwODY3MDEwMg@@._V1_SY150_CR6,0,101,150_.jpg	USA
339	816711	movie	World War Z	World War Z	0	2013	\N	116	Action,Adventure,Horror	7.0	546573	2013-06-21	https://m.media-amazon.com/images/M/MV5BNDQ4YzFmNzktMmM5ZC00MDZjLTk1OTktNDE2ODE4YjM2MjJjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX101_CR0,0,101,150_.jpg	USA
340	822854	movie	Shooter	Shooter	0	2007	\N	124	Action,Drama,Thriller	7.2	289261	2007-03-23	https://m.media-amazon.com/images/M/MV5BMGRjMzY0OGItNDc4YS00OGNlLWI3MGYtZjRkNjdiNWUyNDY4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SY150_CR0,0,101,150_.jpg	USA
341	829482	movie	Superbad	Superbad	0	2007	\N	113	Comedy	7.6	477894	2007-08-17	https://m.media-amazon.com/images/M/MV5BMTc0NjIyMjA2OF5BMl5BanBnXkFtZTcwMzIxNDE1MQ@@._V1_SX101_CR0,0,101,150_.jpg	USA
342	830515	movie	Quantum of Solace	Quantum of Solace	0	2008	\N	106	Action,Adventure,Thriller	6.6	374291	2008-11-14	https://m.media-amazon.com/images/M/MV5BMjZiYTUzMzktZWI5Yy00Mzk4LWFlMDgtYjRmNWU0Mzc0MzNiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX101_CR0,0,101,150_.jpg	USA
343	840361	movie	The Town	The Town	0	2010	\N	125	Crime,Drama,Thriller	7.6	319278	2010-09-17	https://m.media-amazon.com/images/M/MV5BMTcyNzcxODg3Nl5BMl5BanBnXkFtZTcwMTUyNjQ3Mw@@._V1_SY150_CR0,0,101,150_.jpg	USA
344	848228	movie	The Avengers	The Avengers	0	2012	\N	143	Action,Adventure,Sci-Fi	8.1	1155057	2012-05-04	https://m.media-amazon.com/images/M/MV5BNDYxNjQyMjAtNTdiOS00NGYwLWFmNTAtNThmYjU5ZGI2YTI1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR0,0,101,150_.jpg	USA
345	878804	movie	The Blind Side	The Blind Side	0	2009	\N	129	Biography,Drama,Sport	7.7	263853	2009-11-20	https://m.media-amazon.com/images/M/MV5BMjEzOTE3ODM3OF5BMl5BanBnXkFtZTcwMzYyODI4Mg@@._V1_SX101_CR0,0,101,150_.jpg	USA
346	884328	movie	The Mist	The Mist	0	2007	\N	126	Horror,Sci-Fi	7.2	257736	2007-11-21	https://m.media-amazon.com/images/M/MV5BMTU2NjQyNDY1Ml5BMl5BanBnXkFtZTcwMTk1MDU1MQ@@._V1_SY150_CR0,0,101,150_.jpg	USA
347	887883	movie	Burn After Reading	Burn After Reading	0	2008	\N	96	Comedy,Crime,Drama	7.0	284734	2008-09-12	https://m.media-amazon.com/images/M/MV5BYzYwMjZhOGEtMGZlZS00Mjg1LTlkMDktYzJiZDU4MzAxZDRiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR0,0,101,150_.jpg	USA
348	887912	movie	The Hurt Locker	The Hurt Locker	0	2008	\N	131	Drama,Thriller,War	7.6	388232	2009-07-31	https://m.media-amazon.com/images/M/MV5BYWYxZjU2MmQtMmMzYi00ZWUwLTg2ZWQtMDExZTVlYjM3ZWM1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX101_CR0,0,101,150_.jpg	USA
349	892769	movie	How to Train Your Dragon	How to Train Your Dragon	0	2010	\N	98	Action,Adventure,Animation	8.1	600205	2010-03-26	https://m.media-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_SX101_CR0,0,101,150_.jpg	USA
350	903624	movie	The Hobbit: An Unexpected Journey	The Hobbit: An Unexpected Journey	0	2012	\N	169	Adventure,Family,Fantasy	7.9	714235	2012-12-14	https://m.media-amazon.com/images/M/MV5BMTcwNTE4MTUxMl5BMl5BanBnXkFtZTcwMDIyODM4OA@@._V1_SY150_CR0,0,101,150_.jpg	USA
351	910936	movie	Pineapple Express	Pineapple Express	0	2008	\N	111	Action,Comedy,Crime	7.0	289964	2008-08-06	https://m.media-amazon.com/images/M/MV5BMTY1MTE4NzAwM15BMl5BanBnXkFtZTcwNzg3Mjg2MQ@@._V1_SX101_CR0,0,101,150_.jpg	USA
352	910970	movie	WALL·E	WALL·E	0	2008	\N	98	Adventure,Animation,Family	8.4	891175	2008-06-27	https://m.media-amazon.com/images/M/MV5BMjExMTg5OTU0NF5BMl5BanBnXkFtZTcwMjMxMzMzMw@@._V1_SY150_CR0,0,101,150_.jpg	USA
353	926084	movie	Harry Potter and the Deathly Hallows: Part 1	Harry Potter and the Deathly Hallows: Part 1	0	2010	\N	146	Adventure,Fantasy,Mystery	7.7	417822	2010-11-19	https://m.media-amazon.com/images/M/MV5BMTQ2OTE1Mjk0N15BMl5BanBnXkFtZTcwODE3MDAwNA@@._V1_SY150_CR0,0,101,150_.jpg	USA
354	936501	movie	Taken	Taken	0	2008	\N	94	Action,Thriller	7.8	534775	2009-01-30	https://m.media-amazon.com/images/M/MV5BMTM4NzQ0OTYyOF5BMl5BanBnXkFtZTcwMDkyNjQyMg@@._V1_SY150_CR0,0,101,150_.jpg	USA
355	942385	movie	Tropic Thunder	Tropic Thunder	0	2008	\N	107	Action,Adventure,Comedy	7.0	348254	2008-08-13	https://m.media-amazon.com/images/M/MV5BNDE5NjQzMDkzOF5BMl5BanBnXkFtZTcwODI3ODI3MQ@@._V1_SY150_CR3,0,101,150_.jpg	USA
356	944835	movie	Salt	Salt	0	2010	\N	100	Action,Mystery,Thriller	6.4	275092	2010-07-23	https://m.media-amazon.com/images/M/MV5BMjIyODA2NDg4NV5BMl5BanBnXkFtZTcwMjg4NDAwMw@@._V1_SX101_CR0,0,101,150_.jpg	USA
357	945513	movie	Source Code	Source Code	0	2011	\N	93	Action,Drama,Sci-Fi	7.5	447474	2011-04-01	https://m.media-amazon.com/images/M/MV5BMTY0MTc3MzMzNV5BMl5BanBnXkFtZTcwNDE4MjE0NA@@._V1_SY150_CR0,0,101,150_.jpg	USA
358	947798	movie	Black Swan	Black Swan	0	2010	\N	108	Drama,Thriller	8.0	641236	2010-12-17	https://m.media-amazon.com/images/M/MV5BNzY2NzI4OTE5MF5BMl5BanBnXkFtZTcwMjMyNDY4Mw@@._V1_SY150_CR0,0,101,150_.jpg	USA
359	948470	movie	The Amazing Spider-Man	The Amazing Spider-Man	0	2012	\N	136	Action,Adventure,Sci-Fi	7.0	518770	2012-07-03	https://m.media-amazon.com/images/M/MV5BMjMyOTM4MDMxNV5BMl5BanBnXkFtZTcwNjIyNzExOA@@._V1_SY150_CR0,0,101,150_.jpg	USA
360	964517	movie	The Fighter	The Fighter	0	2010	\N	116	Biography,Drama,Sport	7.8	313675	2010-12-17	https://m.media-amazon.com/images/M/MV5BMTM0ODk3MjM1MV5BMl5BanBnXkFtZTcwNzc1MDIwNA@@._V1_SX101_CR0,0,101,150_.jpg	USA
361	970179	movie	Hugo	Hugo	0	2011	\N	126	Adventure,Drama,Family	7.5	282438	2011-11-23	https://m.media-amazon.com/images/M/MV5BMjAzNzk5MzgyNF5BMl5BanBnXkFtZTcwOTE4NDU5Ng@@._V1_SY150_CR0,0,101,150_.jpg	USA
362	988045	movie	Sherlock Holmes	Sherlock Holmes	0	2009	\N	128	Action,Adventure,Crime	7.6	543385	2009-12-25	https://m.media-amazon.com/images/M/MV5BMTg0NjEwNjUxM15BMl5BanBnXkFtZTcwMzk0MjQ5Mg@@._V1_SX101_CR0,0,101,150_.jpg	USA
363	993846	movie	The Wolf of Wall Street	The Wolf of Wall Street	0	2013	\N	180	Biography,Crime,Drama	8.2	1015593	2013-12-25	https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_SY150_CR0,0,101,150_.jpg	USA
364	1010048	movie	Slumdog Millionaire	Slumdog Millionaire	0	2008	\N	120	Drama,Romance	8.0	739719	2008-12-25	https://m.media-amazon.com/images/M/MV5BZmNjZWI3NzktYWI1Mi00OTAyLWJkNTYtMzUwYTFlZDA0Y2UwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SY150_CR0,0,101,150_.jpg	USA
365	1014759	movie	Alice in Wonderland	Alice in Wonderland	0	2010	\N	108	Adventure,Family,Fantasy	6.5	354695	2010-03-05	https://m.media-amazon.com/images/M/MV5BMTMwNjAxMTc0Nl5BMl5BanBnXkFtZTcwODc3ODk5Mg@@._V1_SY150_CR0,0,101,150_.jpg	USA
366	1022603	movie	500 Days of Summer	(500) Days of Summer	0	2009	\N	95	Comedy,Drama,Romance	7.7	436500	2009-08-07	https://m.media-amazon.com/images/M/MV5BMTk5MjM4OTU1OV5BMl5BanBnXkFtZTcwODkzNDIzMw@@._V1_SX101_CR0,0,101,150_.jpg	USA
367	1024648	movie	Argo	Argo	0	2012	\N	120	Biography,Drama,Thriller	7.7	529569	2012-10-12	https://m.media-amazon.com/images/M/MV5BNzljNjY3MDYtYzc0Ni00YjU0LWIyNDUtNTE0ZDRiMGExMjZlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR0,0,101,150_.jpg	USA
368	1037705	movie	The Book of Eli	The Book of Eli	0	2010	\N	118	Action,Adventure,Drama	6.9	268063	2010-01-15	https://m.media-amazon.com/images/M/MV5BNTE1OWI1YzgtZjEyMy00MjQ4LWE0NWMtYTNhYjc0ZDQ3ZGRkXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX101_CR0,0,101,150_.jpg	USA
369	1041829	movie	The Proposal	The Proposal	0	2009	\N	108	Comedy,Drama,Romance	6.7	269167	2009-06-19	https://m.media-amazon.com/images/M/MV5BOGM5YTNiYzktNmEwZC00ZjE5LWIyNzEtOTUwNDE0NmVkYzE3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR0,0,101,150_.jpg	USA
370	1045658	movie	Silver Linings Playbook	Silver Linings Playbook	0	2012	\N	122	Comedy,Drama,Romance	7.7	615895	2012-12-25	https://m.media-amazon.com/images/M/MV5BMTM2MTI5NzA3MF5BMl5BanBnXkFtZTcwODExNTc0OA@@._V1_SY150_CR0,0,101,150_.jpg	USA
371	1049413	movie	Up	Up	0	2009	\N	96	Adventure,Animation,Comedy	8.3	830958	2009-05-29	https://m.media-amazon.com/images/M/MV5BMTk3NDE2NzI4NF5BMl5BanBnXkFtZTgwNzE1MzEyMTE@._V1_SX101_CR0,0,101,150_.jpg	USA
372	1055369	movie	Transformers: Revenge of the Fallen	Transformers: Revenge of the Fallen	0	2009	\N	150	Action,Adventure,Sci-Fi	6.0	361776	2009-06-24	https://m.media-amazon.com/images/M/MV5BNjk4OTczOTk0NF5BMl5BanBnXkFtZTcwNjQ0NzMzMw@@._V1_SY150_CR0,0,101,150_.jpg	USA
373	1060277	movie	Cloverfield	Cloverfield	0	2008	\N	85	Action,Horror,Sci-Fi	7.0	347911	2008-01-18	https://m.media-amazon.com/images/M/MV5BZDNhNDJlNDktZDI4OC00OTE3LWI2M2UtOThkNTFkNjBjYzRmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX101_CR0,0,101,150_.jpg	USA
374	1068680	movie	Yes Man	Yes Man	0	2008	\N	104	Comedy,Romance	6.8	307819	2008-12-19	https://m.media-amazon.com/images/M/MV5BMzBmZTMzYmItNzhhMC00M2FkLWIxMGEtMjIxMjAwNmQ2ZmM4XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SY150_CR0,0,101,150_.jpg	USA
375	1074638	movie	Skyfall	Skyfall	0	2012	\N	143	Action,Adventure,Thriller	7.8	587309	2012-11-09	https://m.media-amazon.com/images/M/MV5BNDVhZmJiYWMtNmIzMC00ZWNiLTkzZDYtNGNlZmViMGM4OGExXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SY150_CR0,0,101,150_.jpg	USA
376	1099212	movie	Twilight	Twilight	0	2008	\N	122	Drama,Fantasy,Romance	5.2	389958	2008-11-21	https://m.media-amazon.com/images/M/MV5BMTQ2NzUxMTAxN15BMl5BanBnXkFtZTcwMzEyMTIwMg@@._V1_SY150_CR0,0,101,150_.jpg	USA
377	1104001	movie	TRON: Legacy	Tron	0	2010	\N	125	Action,Adventure,Fantasy	6.8	293439	2010-12-17	https://m.media-amazon.com/images/M/MV5BMTk4NTk4MTk1OF5BMl5BanBnXkFtZTcwNTE2MDIwNA@@._V1_SY150_CR0,0,101,150_.jpg	USA
378	1119646	movie	The Hangover	The Hangover	0	2009	\N	100	Comedy	7.7	662848	2009-06-05	https://m.media-amazon.com/images/M/MV5BNGQwZjg5YmYtY2VkNC00NzliLTljYTctNzI5NmU3MjE2ODQzXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SY150_CR0,0,101,150_.jpg	USA
379	1125849	movie	The Wrestler	The Wrestler	0	2008	\N	109	Drama,Sport	7.9	275666	2009-01-30	https://m.media-amazon.com/images/M/MV5BMTc5MjYyOTg4MF5BMl5BanBnXkFtZTcwNDc2MzQwMg@@._V1_SY150_CR0,0,101,150_.jpg	USA
380	1130884	movie	Shutter Island	Shutter Island	0	2010	\N	138	Mystery,Thriller	8.1	988695	2010-02-19	https://m.media-amazon.com/images/M/MV5BYzhiNDkyNzktNTZmYS00ZTBkLTk2MDAtM2U0YjU1MzgxZjgzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR0,0,101,150_.jpg	USA
